link,link-href,text
"Protohistory","https://en.wikipedia.org/wiki/Protohistory","In The Oxford Illustrated History of Prehistoric Europe,[2] an article[3] by Timothy Taylor says,"
"In the Middle Ages","https://en.wikipedia.org/wiki/Science_in_the_Middle_Ages","The 20th century saw a rejection of Freud's theories as being too unscientific, and a reaction against Edward Titchener's atomistic approach of the mind. This led to the formulation of behaviorism by John B. Watson, which was popularized by B.F. Skinner. Behaviorism proposed epistemologically limiting psychological study to overt behavior, since that could be reliably measured. Scientific knowledge of the ""mind"" was considered too metaphysical, hence impossible to achieve."
"Industrial Age","https://en.wikipedia.org/wiki/Industrial_Revolution","The development of machine tools, such as the engine lathe, planing, milling and shaping machines powered by these engines, enabled all the metal parts of the engines to be easily and accurately cut and in turn made it possible to build larger and more powerful engines."
"English","https://en.wikipedia.org/wiki/English_language","A working knowledge of English has become a requirement in a number of occupations and professions such as medicine[125] and computing. English has become so important in scientific publishing that more than 80 percent of all scientific journal articles indexed by Chemical Abstracts in 1998 were written in English, as were 90 percent of all articles in natural science publications by 1996 and 82 percent of articles in humanities publications by 1995.[126]"
"Architecture","https://en.wikipedia.org/wiki/History_of_architecture","One way to look at the unity of Roman architecture is through a new-found realization of theory derived from practice, and embodied spatially. Civically we find this happening in the Roman forum (sibling of the Greek agora), where public participation is increasingly removed from the concrete performance of rituals and represented in the decor of the architecture. Thus we finally see the beginnings of the contemporary public square in the Forum Iulium, begun by Julius Caesar, where the buildings present themselves through their facades as representations within the space."
"Psychology","https://en.wikipedia.org/wiki/History_of_psychology","In 1955, the International Center for Genetic Epistemology was founded: an interdisciplinary collaboration of theoreticians and scientists, devoted to the study of topics related to Piaget's theory."
"Ancient history","https://en.wikipedia.org/wiki/Ancient_history","The Archaic Period in Greece is generally considered to have lasted from around the eighth century BC to the invasion by Xerxes in 480 BC. This period saw the expansion of the Greek world around the Mediterranean, with the founding of Greek city-states as far afield as Sicily in the West and the Black sea in the East.[191] Politically, the Archaic period in Greece saw the collapse of the power of the old aristocracies,[192] with democratic reforms in Athens and the development of Sparta's unique constitution. The end of the Archaic period also saw the rise of Athens, which would come to be a dominant power in the Classical period, after the reforms of Solon and the tyranny of Pisistratus.[192]"
"Economics","https://en.wikipedia.org/wiki/History_of_economic_thought","Thorstein Veblen (1857–1929), who came from rural midwestern America and worked at the University of Chicago is one of the best-known early critics of the ""American Way"". In The Theory of the Leisure Class (1899) he scorned materialistic culture and wealthy people who conspicuously consumed their riches as a way of demonstrating success. In The Theory of Business Enterprise (1904) Veblen distinguished production for people to use things and production for pure profit, arguing that the former is often hindered because businesses pursue the latter. Output and technological advance are restricted by business practices and the creation of monopolies. Businesses protect their existing capital investments and employ excessive credit, leading to depressions and increasing military expenditure and war through business control of political power. These two books, focusing on criticism of consumerism and profiteering did not advocate change. However, in 1918 he moved to New York to begin work as an editor of a magazine called The Dial, and then in 1919, along with Charles A. Beard, James Harvey Robinson, and John Dewey he helped found the New School for Social Research, known today as The New School) He was also part of the Technical Alliance,[63] created in 1919 by Howard Scott. From 1919 through 1926 Veblen continued to write and to be involved in various activities at The New School. During this period he wrote The Engineers and the Price System (1921).[40][64]"
"Anthropology","https://en.wikipedia.org/wiki/History_of_anthropology","Ironically, this universal interdependence, rather than leading to greater human solidarity, has coincided with increasing racial, ethnic, religious, and class divisions, and new – and to some confusing or disturbing – cultural expressions. These are the conditions of life with which people today must contend, but they have their origins in processes that began in the 16th century and accelerated in the 19th century."
"Astronomy","https://en.wikipedia.org/wiki/History_of_astronomy","The renaissance came to astronomy with the work of Nicolaus Copernicus, who proposed a heliocentric system, in which the planets revolved around the Sun and not the Earth. His De revolutionibus provided a full mathematical discussion of his system, using the geometrical techniques that had been traditional in astronomy since before the time of Ptolemy. His work was later defended, expanded upon and modified by Galileo Galilei and Johannes Kepler."
"Mathematics","https://en.wikipedia.org/wiki/History_of_mathematics","During the time of the Ottoman Empire and Safavid Empire from the 15th century, the development of Islamic mathematics became stagnant."
"Painting","https://en.wikipedia.org/wiki/History_of_painting","Paintings of the Qajar period are a combination of European influences and Safavid miniature schools of painting such as those introduced by Reza Abbasi and classical works by Mihr 'Ali. Masters such as Kamal-ol-molk further pushed forward the European influence in Iran. It was during the Qajar era when ""Coffee House painting"" emerged. Subjects of this style were often religious in nature depicting scenes from Shia epics and the like."
"The Americas","https://en.wikipedia.org/wiki/History_of_the_Americas","Holding their capital at the great city of Cusco, the Inca civilization dominated the Andes region from 1438 to 1533. Known as Tahuantinsuyu, or ""the land of the four regions"", in Quechua, the Inca culture was highly distinct and developed. Cities were built with precise, unmatched stonework, constructed over many levels of mountain terrain. Terrace farming was a useful form of agriculture. There is evidence of excellent metalwork and even successful trepanation of the skull in Inca civilization."
"Geography","https://en.wikipedia.org/wiki/History_of_geography","In the latter 7th century, adherents of the new religion of Islam surged northward out of Arabia taking over lands in which Jews, Byzantine Christians and Persian Zoroastrians had been established for centuries. There, carefully preserved in the monasteries and libraries, they discovered the Greek classics which included great works of geography such as Ptolemy's Almagest and Geography, along with the geographical wisdom of the Chinese and the great accomplishments of the Roman Empire. The Arabs, who spoke only Arabic, employed Christians and Jews to translate these and many other manuscripts into Arabic."
"Industrial Age","https://en.wikipedia.org/wiki/Industrial_Revolution","By 1783 the Watt steam engine had been fully developed into a double-acting rotative type, which meant that it could be used to directly drive the rotary machinery of a factory or mill. Both of Watt's basic engine types were commercially very successful, and by 1800, the firm Boulton & Watt had constructed 496 engines, with 164 driving reciprocating pumps, 24 serving blast furnaces, and 308 powering mill machinery; most of the engines generated from 5 to 10 hp (3.7 to 7.5 kW)."
"Age of Discovery","https://en.wikipedia.org/wiki/Age_of_Discovery","In 1498, a Portuguese expedition commanded by Vasco da Gama reached India by sailing around Africa, opening up direct trade with Asia.[7] While other exploratory fleets were sent from Portugal to northern North America, in the following years Portuguese India Armadas also extended this Eastern oceanic route, touching sometimes South America and by this way opening a circuit from the New World to Asia (starting in 1500, under the command of Pedro Alvares Cabral), and explored islands in the South Atlantic and Southern Indian Oceans. Soon, the Portuguese sailed further eastward, to the valuable spice islands in 1512, landing in China one year later. In 1513, Spanish Vasco Núñez de Balboa crossed the Isthmus of Panama and reached the ""other sea"" from the New World. Thus, Europe first received news of the eastern and western Pacific within a one-year span around 1512. East and west exploration overlapped in 1522, when a Castilian (Spanish) expedition, led by Portuguese navigator Ferdinand Magellan and later by Spanish Basque navigator Juan Sebastián Elcano, sailing Westward, completed the first circumnavigation of the world,[8] while Spanish conquistadors explored the inland of the Americas, and later, some of the South Pacific islands."
"Modern history","https://en.wikipedia.org/wiki/Modern_history","The fundamental difficulty of studying modern history is the fact that a plethora of it has been documented up to the present day. It is imperative to consider the reliability of the information obtained from these records."
"Agriculture","https://en.wikipedia.org/wiki/History_of_agriculture","Advice on more productive techniques for farming began to appear in England in the mid-17th century, from writers such as Samuel Hartlib, Walter Blith and others.[104] The main problem in sustaining agriculture in one place for a long time was the depletion of nutrients, most importantly nitrogen levels, in the soil. To allow the soil to regenerate, productive land was often let fallow and in some places crop rotation was used. The Dutch four-field rotation system was popularised by the British agriculturist Charles Townshend in the 18th century. The system (wheat, turnips, barley and clover), opened up a fodder crop and grazing crop allowing livestock to be bred year-round. The use of clover was especially important as the legume roots replenished soil nitrates.[105]"
"Ecology","https://en.wikipedia.org/wiki/History_of_ecology","Environmentalists and other conservationists have used ecology and other sciences (e.g., climatology) to support their advocacy positions. Environmentalist views are often controversial for political or economic reasons. As a result, some scientific work in ecology directly influences policy and political debate; these in turn often direct ecological research."
"Modern history","https://en.wikipedia.org/wiki/Modern_history","The United States expanded into the Pacific with Hawaii becoming a U.S. territory from 1898."
"Theatre","https://en.wikipedia.org/wiki/History_of_theatre","Yuan drama spread across China and diversified into numerous regional forms, the best known of which is Beijing Opera, which is still popular today."
"Psychology","https://en.wikipedia.org/wiki/History_of_psychology",""
"Australia","https://en.wikipedia.org/wiki/History_of_Australia","By 1965, Australia had increased the size of the Australian Army Training Team Vietnam (AATTV), and in April the Government made a sudden announcement that ""after close consultation with the United States"", a battalion of troops was to be sent to South Vietnam.[378] In parliament, Menzies emphasised the argument that ""our alliances made demands on us."" The alliance involved was presumably, the Southeast Asia Treaty Organization (SEATO), and Australia was providing military assistance because South Vietnam, a signatory to SEATO, had apparently requested it.[379] Documents released in 1971 indicated that the decision to commit troops was made by Australia and the US, not at the request of South Vietnam.[380] By 1968, there were three Australian Army battalions at any one time at the 1st Australian Task Force (1ATF) base at Nui Dat in addition to the advisors of the AATTV placed throughout Vietnam, and personnel reached a peak total of almost 8,000, comprising about one third of the Army's combat capacity. Between 1962 and 1972 almost 60,000 personnel served in Vietnam, including ground troops, naval forces and air assets.[381] The opposition Labor Party opposed military commitment to Vietnam and the national service required to support this level of commitment."
"Australia","https://en.wikipedia.org/wiki/History_of_Australia","July 1898, saw the Bill put to a series of referenda in four colonies, but New South Wales rejected the proposal. In 1899, a second referendum put an amended Bill to the voters of the four colonies and Queensland and the Bill was endorsed.[220]"
"Australia","https://en.wikipedia.org/wiki/History_of_Australia","While Australia maintained traditional links to the Commonwealth and strong support for the United States alliance, trade with Asia during this period continued to increase dramatically,[citation needed] particularly with China.[420] Australia enjoyed an extended period of economic growth and prosperity.[421]"
"Geography","https://en.wikipedia.org/wiki/History_of_geography","Karl Müller has collected and printed several anonymous works of geography from this era, including the Expositio totius mundi."
"History of the Middle East","https://en.wikipedia.org/wiki/History_of_the_Middle_East","The advent of a new western army of occupation in a Middle Eastern capital marked a turning point in the history of the region. Despite successful elections (although boycotted by large portions of Iraq's Sunni population) held in January 2005, much of Iraq had all but disintegrated, due to a post-war insurgency which morphed into persistent ethnic violence that the American army was initially unable to quell. Many of Iraq's intellectual and business elite fled the country, and many Iraqi refugees left as a result of the insurgency, further destabilizing the region. A responsive surge in US forces in Iraq has recently been largely successful in controlling the insurgency and stabilizing the country."
"Ecology","https://en.wikipedia.org/wiki/History_of_ecology","Carl Linnaeus, a Swedish naturalist, is well known for his work with taxonomy but his ideas helped to lay the groundwork for modern ecology. He developed a two part naming system for classifying plants and animals. Binomial Nomenclature was used to classify, describe, and name different genera and species. The compiled editions of Systema Naturae developed and popularized the naming system for plants and animals in modern biology. Reid suggests ""Linnaeus can fairly be regarded as the originator of systematic and ecological studies in biodiversity,"" due to his naming and classifying of thousands of plant and animal species. Linnaeus also influenced the foundations of Darwinian evolution, he believed that there could be change in or between different species within fixed genera. Linnaeus was also one of the first naturalists to place men in the same category as primates.[4]"
"English","https://en.wikipedia.org/wiki/English_language","The vocabulary of English is vast, and counting exactly how many words English (or any language) has is impossible.[199][200][201] The Oxford Dictionaries suggest that there are at least a quarter of a million distinct English words.[199] Early studies of English vocabulary by lexicographers, the scholars who formally study vocabulary, compile dictionaries, or both, were impeded by a lack of comprehensive data on actual vocabulary in use from good-quality linguistic corpora,[202] collections of actual written texts and spoken passages. Many statements published before the end of the 20th century about the growth of English vocabulary over time, the dates of first use of various words in English, and the sources of English vocabulary will have to be corrected as new computerised analysis of linguistic corpus data becomes available.[201][203]"
"Psychology","https://en.wikipedia.org/wiki/History_of_psychology","In no small measure because of the conservatism of the reign of Louis Napoléon (president, 1848–1852; emperor as ""Napoléon III"", 1852–1870), academic philosophy in France through the middle part of the 19th century was controlled by members of the eclectic and spiritualist schools, led by figures such as Victor Cousin (1792–1867), Théodore Jouffroy (1796–1842), and Paul Janet (1823–1899). These were traditional metaphysical schools, opposed to regarding psychology as a natural science. With the ouster of Napoléon III after the débacle of the Franco-Prussian War, new paths, both political and intellectual, became possible. From the 1870 forward, a steadily increasing interest in positivist, materialist, evolutionary, and deterministic approaches to psychology developed, influenced by, among others, the work of Hyppolyte Taine (1828–1893) (e.g., De L'Intelligence, 1870) and Théodule Ribot (1839–1916) (e.g., La Psychologie Anglaise Contemporaine, 1870)."
"Oceania","https://en.wikipedia.org/wiki/History_of_Oceania","The esteem which the islanders nevertheless held for Cook caused them to retain his body. Following their practice of the time, they prepared his body with funerary rituals usually reserved for the chiefs and highest elders of the society. The body was disembowelled, baked to facilitate removal of the flesh, and the bones were carefully cleaned for preservation as religious icons in a fashion somewhat reminiscent of the treatment of European saints in the Middle Ages. Some of Cook's remains, thus preserved, were eventually returned to his crew for a formal burial at sea.[81]"
"Architecture","https://en.wikipedia.org/wiki/History_of_architecture","The periods of Mannerism and the Baroque that followed the Renaissance signaled an increasing anxiety over meaning and representation. Important developments in science and philosophy had separated mathematical representations of reality from the rest of culture, fundamentally changing the way humans related to their world through architecture.[citation needed] It would reach its most extreme and embellished development under the decorative tastes of Rococo."
"Bronze Age","https://en.wikipedia.org/wiki/Bronze_Age","The beginning of the Bronze Age on the peninsula is around 1000 BC – 800 BC.[48][49] Although the Korean Bronze Age culture derives from the Liaoning and Manchuria, it exhibits unique typology and styles, especially in ritual objects.[50]"
"Contemporary","https://en.wikipedia.org/wiki/Contemporary_philosophy","Continental Philosophy"
"Software engineering","https://en.wikipedia.org/wiki/History_of_software_engineering",""
"History of India","https://en.wikipedia.org/wiki/History_of_India","In the 8th century, Adi Shankara travelled across the Indian subcontinent to propagate and spread the doctrine of Advaita Vedanta, which he consolidated; and is credited with unifying the main characteristics of the current thoughts in Hinduism.[203][204][205] He was a critic of both Buddhism and Minamsa school of Hinduism;[206][207][208][209] and founded mathas (monasteries), in the four corners of the Indian subcontinent for the spread and development of Advaita Vedanta.[210]"
"Education","https://en.wikipedia.org/wiki/History_of_education","The education system in the Greek city-state of Sparta was entirely different, designed to create warriors with complete obedience, courage, and physical perfection. At the age of seven, boys were taken away from their homes to live in school dormitories or military barracks. There they were taught sports, endurance and fighting, and little else, with harsh discipline. Most of the population was illiterate.[31][32]"
"Asia","https://en.wikipedia.org/wiki/History_of_Asia","The Achaemenid dynasty of the Persian Empire, founded by Cyrus the Great, ruled an area from Greece and Turkey to the Indus River and Central Asia during the 6th to 4th centuries BCE. Persian politics included a tolerance for other cultures, a highly centralized government, and significant infrastructure developments. Later, in Darius the Great's rule, the territories were integrated, a bureaucracy was developed, nobility were assigned military positions, tax collection was carefully organized, and spies were used to ensure the loyalty of regional officials. The primary religion of Persia at this time was Zoroastrianism, developed by the philosopher Zoroaster. It introduced an early form of monotheism to the area. The religion banned animal sacrifice and the use of intoxicants in rituals; and introduced the concept of spiritual salvation through personal moral action, an end time, and both general and Particular judgment with a heaven or hell. These concepts would heavily influence later emperors and the masses. More importantly, Zoroastrianism would be an important precursor for the Abrahamic religions such as Christianity, Islam, or Judaism. The Persian Empire was successful in establishing peace and stability throughout the Middle East and were a major influence in art, politics (affecting Hellenistic leaders), and religion."
"Australia","https://en.wikipedia.org/wiki/History_of_Australia","However, as British influence declined in South East Asia, the US alliance came to have greater significance for Australian leaders and the Australian economy. British investment in Australia remained significant until the late 1970s, but trade with Britain declined through the 1950s and 1960s. In the late 1950s the Australian Army began to re-equip using US military equipment. In 1962, the US established a naval communications station at North West Cape, the first of several built over the next decade.[373][374] Most significantly, in 1962, Australian Army advisors were sent to help train South Vietnamese forces, in a developing conflict in which the British had no part."
"Ancient Rome","https://en.wikipedia.org/wiki/Ancient_Rome","Beginning at age 12, students went to secondary schools, where the teacher (now called a grammaticus) taught them about Greek and Roman literature.[175][178] At the age of 16, some students went on to rhetoric school (where the teacher, usually Greek, was called a rhetor).[175][178] Education at this level prepared students for legal careers, and required that the students memorize the laws of Rome.[175] Pupils went to school every day, except religious festivals and market days. There were also summer holidays."
"Sociology","https://en.wikipedia.org/wiki/History_of_sociology","Various quantitative social research techniques have become common tools for governments, businesses and organizations, and have also found use in the other social sciences. Divorced from theoretical explanations of social dynamics, this has given social research a degree of autonomy from the discipline of sociology. Similarly, ""social science"" has come to be appropriated as an umbrella term to refer to various disciplines which study humans, interaction, society or culture.[2]"
"Ancient Egypt","https://en.wikipedia.org/wiki/Ancient_Egypt","Early Egyptians knew how to assemble planks of wood into a ship hull and had mastered advanced forms of shipbuilding as early as 3000 BC. The Archaeological Institute of America reports that the oldest planked ships known are the Abydos boats.[6] A group of 14 discovered ships in Abydos were constructed of wooden planks ""sewn"" together. Discovered by Egyptologist David O'Connor of New York University,[195] woven straps were found to have been used to lash the planks together,[6] and reeds or grass stuffed between the planks helped to seal the seams.[6] Because the ships are all buried together and near a mortuary belonging to Pharaoh Khasekhemwy, originally they were all thought to have belonged to him, but one of the 14 ships dates to 3000 BC, and the associated pottery jars buried with the vessels also suggest earlier dating. The ship dating to 3000 BC was 75 feet (23 m) long and is now thought to perhaps have belonged to an earlier pharaoh. According to professor O'Connor, the 5,000-year-old ship may have even belonged to Pharaoh Aha.[195]"
"Linguistics","https://en.wikipedia.org/wiki/History_of_linguistics","The study of phonology in China began late, and was influenced by the Indian tradition, after Buddhism had become popular in China. The rime dictionary is a type of dictionary arranged by tone and rime, in which the pronunciations of characters are indicated by fanqie spellings. Rime tables were later produced to aid the understanding of fanqie."
"South America","https://en.wikipedia.org/wiki/History_of_South_America","The Great Depression posed a challenge to the region. The collapse of the world economy meant that the demand for raw materials drastically declined, undermining many of the economies of South America."
"Scientific Revolution","https://en.wikipedia.org/wiki/Scientific_revolution","In his Hypothesis of Light of 1675, Newton posited the existence of the ether to transmit forces between particles. In 1704, Newton published Opticks, in which he expounded his corpuscular theory of light. He considered light to be made up of extremely subtle corpuscles, that ordinary matter was made of grosser corpuscles and speculated that through a kind of alchemical transmutation ""Are not gross Bodies and Light convertible into one another, ...and may not Bodies receive much of their Activity from the Particles of Light which enter their Composition?""[89]"
"Europe","https://en.wikipedia.org/wiki/History_of_Europe","Authoritarian regimes were established in the 1930s in Germany, Portugal, Austria, Poland, Greece, the Baltic countries and Spain. By 1940, there were only four liberal democracies left on the European continent: France, Finland, Switzerland and Sweden.[116]"
"Oceania","https://en.wikipedia.org/wiki/History_of_Oceania","On 1 May 1979, in recognition of the evolving political status of the Marshall Islands, the United States recognized the constitution of the Marshall Islands and the establishment of the Government of the Republic of the Marshall Islands. The constitution incorporates both American and British constitutional concepts."
"History of Mesoamerica","https://en.wikipedia.org/wiki/Mesoamerican_chronology","In the Maya region, numerous city states such as Tikal, Calakmul, Copán, Palenque, Uxmal, Cobá, and Caracol reached their zeniths. Each of these polities was generally independent, although they often formed alliances and sometimes became vassal states of each other. The main conflict during this period was between Tikal and Calakmul, who fought a series of wars over the course of more than half a millennium. Each of these states declined during the Terminal Classic and were eventually abandoned."
"Age of Enlightenment","https://en.wikipedia.org/wiki/Age_of_Enlightenment","The context for the rise of the public sphere was the economic and social change commonly associated with the Industrial Revolution: ""economic expansion, increasing urbanization, rising population and improving communications in comparison to the stagnation of the previous century"".""[121] Rising efficiency in production techniques and communication lowered the prices of consumer goods and increased the amount and variety of goods available to consumers (including the literature essential to the public sphere). Meanwhile, the colonial experience (most European states had colonial empires in the 18th century) began to expose European society to extremely heterogeneous cultures, leading to the breaking down of ""barriers between cultural systems, religious divides, gender differences and geographical areas"".[122]"
"Europe","https://en.wikipedia.org/wiki/History_of_Europe","The world war was settled by the victors at the Paris Peace Conference in 1919. Two dozen nations sent delegations, and there were many nongovernmental groups, but the defeated powers were not invited.[110]"
"Australia","https://en.wikipedia.org/wiki/History_of_Australia","A common theme throughout the nationalist art, music and writing of the late 19th century was the romantic rural or bush myth, ironically produced by one of the most urbanised societies in the world.[215] Paterson's well known poem Clancy of the Overflow, written in 1889, evokes the romantic myth. While bush ballads evidenced distinctively Australian popular medium of music and of literature, Australian artists of a more classical mould—such as the opera singer Dame Nellie Melba, and painters John Peter Russell and Rupert Bunny—prefigured the 20th-century expatriate Australians who knew little of 'stockyard and rails' but would travel abroad to influence Western art and culture.[216]"
"Europe","https://en.wikipedia.org/wiki/History_of_Europe","The numerous wars did not prevent European states from exploring and conquering wide portions of the world, from Africa to Asia and the newly discovered Americas. In the 15th century, Portugal led the way in geographical exploration along the coast of Africa in search of a maritime route to India, followed by Spain near the close of the 15th century, dividing their exploration of the world according to the Treaty of Tordesillas in 1494.[40] They were the first states to set up colonies in America and European trading posts (factories) along the shores of Africa and Asia, establishing the first direct European diplomatic contacts with Southeast Asian states in 1511, China in 1513 and Japan in 1542. In 1552, Russian tsar Ivan the Terrible conquered two major Tatar khanates, the Khanate of Kazan and the Astrakhan Khanate. The Yermak's voyage of 1580 led to the annexation of the Tatar Siberian Khanate into Russia, and the Russians would soon after conquer the rest of Siberia, steadily expanding to the east and south over the next centuries. Oceanic explorations soon followed by France, England and the Netherlands, who explored the Portuguese and Spanish trade routes into the Pacific Ocean, reaching Australia in 1606[41] and New Zealand in 1642."
"Ancient Rome","https://en.wikipedia.org/wiki/Ancient_Rome","Roman painting styles show Greek influences, and surviving examples are primarily frescoes used to adorn the walls and ceilings of country villas, though Roman literature includes mentions of paintings on wood, ivory, and other materials.[212][213] Several examples of Roman painting have been found at Pompeii, and from these art historians divide the history of Roman painting into four periods. The first style of Roman painting was practiced from the early 2nd century BC to the early- or mid-1st century BC. It was mainly composed of imitations of marble and masonry, though sometimes including depictions of mythological characters.[212][213]"
"History of India","https://en.wikipedia.org/wiki/History_of_India","Historiography is the study of the history and methodology of the discipline of history. The term historiography also denotes a body of historical work on a specialised topic. In recent decades there have been four main schools of historiography regarding India: Cambridge, Nationalist, Marxist, and subaltern. The once common ""Orientalist"" approach, with its image of a sensuous, inscrutable, and wholly spiritual India, has died out in serious scholarship.[380]"
"Physics","https://en.wikipedia.org/wiki/History_of_physics","Peter Higgs was one of six physicists, working in three independent groups, who, in 1964, invented the notion of the Higgs field (""cosmic molasses""). The others were Tom Kibble of Imperial College, London; Carl Hagen of the University of Rochester; Gerald Guralnik of Brown University; and François Englert and Robert Brout, both of Université libre de Bruxelles.[54]"
"Anthropology","https://en.wikipedia.org/wiki/History_of_anthropology","True anthropology began with a Government department: the Geological Survey of Canada, and George Mercer Dawson (director in 1895). Dawson's support for anthropology created impetus for the profession in Canada. This was expanded upon by Prime Minister Wilfrid Laurier, who established a Division of Anthropology within the Geological Survey in 1910."
"Modern history","https://en.wikipedia.org/wiki/Modern_history","Few Chinese had any illusions about Japanese designs on China. Hungry for raw materials and pressed by a growing population, Japan initiated the seizure of Manchuria in September 1931 and established ex-Qing emperor Puyi as head of the puppet state of Manchukuo in 1932. During the Sino-Japanese War (1937–1945), the loss of Manchuria, and its vast potential for industrial development and war industries, was a blow to the Kuomintang economy. The League of Nations, established at the end of World War I, was unable to act in the face of the Japanese defiance. After 1940, conflicts between the Kuomintang and Communists became more frequent in the areas not under Japanese control. The Communists expanded their influence wherever opportunities presented themselves through mass organizations, administrative reforms, and the land- and tax-reform measures favoring the peasants—while the Kuomintang attempted to neutralize the spread of Communist influence."
"In the Middle Ages","https://en.wikipedia.org/wiki/Science_in_the_Middle_Ages","Materials science has its roots in metallurgy, mineralogy, and crystallography. It combines chemistry, physics, and several engineering disciplines. The field studies metals, ceramics, glass, plastics, semiconductors, and composite materials."
"Military technology","https://en.wikipedia.org/wiki/Military_technology","Rapid development in military technology had a dramatic impact on armies and navies in the industrialized world in 1840-1914.[10] For land warfare, cavalry faded in importance, while infantry became transformed by the use of highly accurate more rapidly loading rifles, and the use of smokeless powder. Machine guns were developed in the 1860s. Artillery became more powerful As new high explosives (based on nitroglycerin) arrived after 1860, and the French introduced much more accurate rapid-fire field artillery. Logistics and communications support for land warfare dramatically improved with use of railways and telegraphs. Industrialization provided a base of factories that could be converted to produce munitions, as well as uniforms, tents, wagons and essential supplies. Medical facilities were enlarged and reorganized based on improved hospitals and the creation of modern nursing, typified by Florence Nightingale in Britain during the Crimean War of 1854-56.[11]"
"Dark Ages (historiography)","https://en.wikipedia.org/wiki/Dark_Ages_(historiography)","During the Reformations of the 16th and 17th centuries, Protestants generally had a similar view to Renaissance Humanists such as Petrarch, but also added an Anti-Catholic perspective. They saw classical antiquity as a golden time, not only because of its Latin literature, but also because it witnessed the beginnings of Christianity. They promoted the idea that the 'Middle Age' was a time of darkness also because of corruption within the Roman Catholic Church, such as: Popes ruling as kings, veneration of saints relics, a celibate priesthood, and institutionalised moral hypocrisy.[18]"
"Film","https://en.wikipedia.org/wiki/History_of_film","In world cinema, the 1970s saw a dramatic increase in the popularity of martial arts films, largely due to its reinvention by Bruce Lee, who departed from the artistic style of traditional Chinese martial arts films and added a much greater sense of realism to them with his Jeet Kune Do style. This began with The Big Boss (1971), which was a major success across Asia. However, he didn't gain fame in the Western world until shortly after his death in 1973, when Enter the Dragon was released. The film went on to become the most successful martial arts film in cinematic history, popularized the martial arts film genre across the world, and cemented Bruce Lee's status as a cultural icon. Hong Kong action cinema, however, was in decline due to a wave of ""Bruceploitation"" films. This trend eventually came to an end in 1978 with the martial arts comedy films, Snake in the Eagle's Shadow and Drunken Master, directed by Yuen Woo-ping and starring Jackie Chan, laying the foundations for the rise of Hong Kong action cinema in the 1980s."
"Australia","https://en.wikipedia.org/wiki/History_of_Australia","Even before the arrival of European settlers in local districts beyond coastal New South Wales, Eurasian disease often preceded them. A smallpox epidemic was recorded near Sydney in 1789, which wiped out about half the Aborigines around Sydney. Opinion is divided as to the source of the smallpox. Some researchers argue that the smallpox was acquired through contact with Indonesian fishermen in the far north and then spread across the continent, reaching the Sydney area in 1789.[41][42] Other research by Craig Mear,[43] Michael Bennett,[44] and Christopher Warren[45] argues that, despite controversy, it is highly likely that the 1789 outbreak of smallpox was a deliberate act by British marines when they ran out of ammunition and needed to expand the settlement out to Parramatta.[46] Smallpox then spread well beyond the then limits of European settlement, including much of southeastern Australia, reappearing in 1829–30, killing 40–60 percent of the Aboriginal population.[47]"
"Scientific method","https://en.wikipedia.org/wiki/History_of_scientific_method","The history of scientific method considers changes in the methodology of scientific inquiry, as distinct from the history of science itself. The development of rules for scientific reasoning has not been straightforward; scientific method has been the subject of intense and recurring debate throughout the history of science, and eminent natural philosophers and scientists have argued for the primacy of one or another approach to establishing scientific knowledge. Despite the disagreements about approaches, scientific method has advanced in definite steps. Rationalist explanations of nature, including atomism, appeared both in ancient Greece in the thought of Leucippus and Democritus, and in ancient India, in the Nyaya, Vaisesika and Buddhist schools, while Charvaka materialism rejected inference as a source of knowledge in favour of an empiricism that was always subject to doubt. Aristotle pioneered scientific method in ancient Greece alongside his empirical biology and his work on logic, rejecting a purely deductive framework in favour of generalisations made from observations of nature."
"History of India","https://en.wikipedia.org/wiki/History_of_India","The ""Late Classical Age""[198] in India began after the end of the Gupta Empire[198] and the collapse of the Empire of Harsha in the 7th century CE,[198] the beginning of Imperial Kannauj, leading to the Tripartite struggle; and ended in the 13th century with the rise of the Delhi Sultanate in Northern India[199] and the end of the Later Cholas with the death of Rajendra Chola III in 1279 in Southern India; however some aspects of the Classical period continued until the fall of the Vijayanagara Empire in the south around the 17th century."
"Scientific method","https://en.wikipedia.org/wiki/History_of_scientific_method","Aristotle’s ideas became a framework for critical debate beginning with absorption of the Aristotelian texts into the university curriculum in the first half of the 13th century.[48] Contributing to this was the success of medieval theologians in reconciling Aristotelian philosophy with Christian theology. Within the sciences, medieval philosophers were not afraid of disagreeing with Aristotle on many specific issues, although their disagreements were stated within the language of Aristotelian philosophy. All medieval natural philosophers were Aristotelians, but ""Aristotelianism"" had become a somewhat broad and flexible concept. With the end of Middle Ages, the Renaissance rejection of medieval traditions coupled with an extreme reverence for classical sources led to a recovery of other ancient philosophical traditions, especially the teachings of Plato.[49] By the 17th century, those who clung dogmatically to Aristotle's teachings were faced with several competing approaches to nature.[50]"
